show_id,type,title,director,cast,country,date_added,release_year,rating,genres,language,description,popularity,vote_count,vote_average,budget,revenue,poster_url,updated_type,duration_mins,content_rating
23437,Movie,A Nightmare on Elm Street,Samuel Bayer,"Jackie Earle Haley, Kyle Gallner, Rooney Mara, Katie Cassidy, Thomas Dekker",United States of America,2010-04-30,2010,5.5,"Horror, Mystery, Thriller",en,"The film that brings back horror icon Freddy Krueger as a darker and more sinister character than ever before. While Freddy is on the prowl, a group of teenagers being stalked soon learn they all have a common factor making them targets for this twisted killer.",26.168,2725,5.5,35000000,115664037,https://image.tmdb.org/t/p/w500/wGTpGGRMZmyFCcrY2YoxVTIBlli.jpg,movie,91,R
22907,Movie,Takers,John Luessenhop,"Chris Brown, Hayden Christensen, Matt Dillon, Michael Ealy, Idris Elba",United States of America,2010-08-26,2010,6.229,"Action, Crime, Drama, Thriller",en,"A seasoned team of bank robbers, including Gordon Jennings, John Rahway, A.J., and brothers Jake and Jesse Attica successfully complete their latest heist and lead a life of luxury while planning their next job. When Ghost, a former member of their team, is released from prison he convinces the group to strike an armored car carrying $20 million. As the ""Takers"" carefully plot out their strategy and draw nearer to exacting the grand heist, a reckless police officer inches closer to apprehending the criminals.",26.106,1283,6.229,32000000,80205382,https://image.tmdb.org/t/p/w500/s2zx7JA87rkQcmsV40k0vbVJ6oh.jpg,,,
40205,Movie,16 Wishes,Peter DeLuise,"Debby Ryan, Jean-Luc Bilodeau, Anna Mae Wills, Karissa Tynes, Brenda Crichlow",United States of America,2010-10-02,2010,6.314,"Fantasy, Drama, Family",en,"The story about Abby Jensen, a girl who's been eager to reach her 16th birthday and has kept a secret wish list since she was a little girl. When the Big Day actually arrives, utter disaster strikes, leaving Abby to think her birthday is ruined. But when a mysterious box of magical birthday candles arrives to turn things around, Abby's 16 Wishes start to come true. Her day gets better and better...until she makes one wish that threatens to change everything.",26.027,1321,6.314,0,0,https://image.tmdb.org/t/p/w500/tO8TZvH83uHtrLnec6f684xfzOB.jpg,movie,90,G
45269,Movie,The King's Speech,Tom Hooper,"Colin Firth, Geoffrey Rush, Helena Bonham Carter, Guy Pearce, Timothy Spall","United Kingdom, United States of America",2010-11-26,2010,7.7,"Drama, History",en,"The King's Speech tells the story of the man who became King George VI, the father of Queen Elizabeth II. After his brother abdicates, George ('Bertie') reluctantly assumes the throne. Plagued by a dreaded stutter and considered unfit to be king, Bertie engages the help of an unorthodox speech therapist named Lionel Logue. Through a set of unexpected techniques, and as a result of an unlikely friendship, Bertie is able to find his voice and boldly lead the country into war.",25.936,8778,7.7,15000000,414211549,https://image.tmdb.org/t/p/w500/pVNKXVQFukBaCz6ML7GH3kiPlQP.jpg,,,
37735,Movie,Easy A,Will Gluck,"Emma Stone, Penn Badgley, Amanda Bynes, Dan Byrd, Thomas Haden Church",United States of America,2010-09-16,2010,6.8,Comedy,en,"Olive, an average high school student, sees her below-the-radar existence turn around overnight once she decides to use the school's gossip grapevine to advance her social standing. Now her classmates are turning against her and the school board is becoming concerned, including her favorite teacher and the distracted guidance counselor. With the support of her hilariously idiosyncratic parents and a little help from a long-time crush, Olive attempts to take on her notorious new identity and crush the rumor mill once and for all.",25.329,6963,6.8,8000000,75026327,https://image.tmdb.org/t/p/w500/iaff87HgGRjQ4b202Pv0mXror3n.jpg,,,
44048,Movie,Unstoppable,Tony Scott,"Denzel Washington, Chris Pine, Rosario Dawson, Kevin Dunn, Ethan Suplee",United States of America,2010-11-04,2010,6.6,"Action, Thriller",en,"When a massive, unmanned locomotive roars out of control, the threat is more ominous than just a derailment. The train is laden with toxic chemicals, and an accident would decimate human life and cause an environmental disaster. The only hope of bringing the train to a safe stop is in the hands of veteran engineer Frank Barnes, and young conductor Will Colson, who must risk their lives to save those in the runaway's path. Inspired by true events.",25.307,3600,6.6,100000000,167805466,https://image.tmdb.org/t/p/w500/xanYKxuFkDPrMngvm1NSHVGOEjS.jpg,,,
44874,Movie,Barbie: A Fashion Fairytale,William Lau,"Diana Kaarina, Adrian Petriw, Tabitha St. Germain, Patricia Drake, Alexa Devine",United States of America,2010-09-14,2010,7.2,"Family, Animation",en,"Join Barbie in a colourful, modern-day fairytale filled with fashion, friends and fun! Barbie and her dog Sequin jet off to visit her Aunt's amazing fashion house in Paris, and much to her surprise it's about to be shut down forever. After she discovers three enchanting Flairies with sparkle-magic powers, Barbie comes up with a brilliant idea to save the business. She even inspires Alice, a shy fashion designer, and together they create a dazzling runway fashion show. Barbie shows that magic happens when you believe in yourself.",25.138,760,7.2,0,0,https://image.tmdb.org/t/p/w500/bFnf8f8DXdCANQ7Y62djgubhh4P.jpg,,,
37645,Movie,22 Bullets,Richard Berry,"Jean Reno, Kad Merad, Marina FoÃ¯s, Jean-Pierre Darroussin, JoeyStarr",France,2010-03-23,2010,6.677,"Drama, Crime, Thriller",fr,A retired mobster goes on a revenge spree after being left for dead with 22 bullets in his body by his former childhood friend.,24.919,1219,6.677,24000000,0,https://image.tmdb.org/t/p/w500/4spRV4Qw0YGaWBHYJ6enu84sR81.jpg,,,
41283,Movie,Faster,George Tillman Jr.,"Dwayne Johnson, Billy Bob Thornton, Oliver Jackson-Cohen, Maggie Grace, Carla Gugino",United States of America,2010-11-23,2010,6.3,"Crime, Drama, Action, Thriller",en,"After 10 years in prison, Driver is now a free man with a single focus - hunting down the people responsible for brutally murdering his brother.",24.78,1948,6.3,24000000,23081726,https://image.tmdb.org/t/p/w500/AsUeaXrhw4oscCSjUZ6heh1pVvd.jpg,,,
41233,Movie,Step Up 3D,Jon M. Chu,"Rick Malambri, Adam Sevani, Joe Slaughter, Sharni Vinson, Alyson Stoner",United States of America,2010-08-04,2010,6.8,"Drama, Romance",en,"A tight-knit group of New York City street dancers, including Luke and Natalie, team up with NYU freshman Moose, and find themselves pitted against the world's best hip hop dancers in a high-stakes showdown that will change their lives forever.",24.48,1901,6.8,30000000,159291809,https://image.tmdb.org/t/p/w500/rPcqa5TZ7S63RNmCuY45ZizFBen.jpg,movie,107,PG-13
44264,Movie,True Grit,"Joel Coen, Ethan Coen","Jeff Bridges, Hailee Steinfeld, Matt Damon, Josh Brolin, Barry Pepper",United States of America,2010-12-22,2010,7.3,"Drama, Adventure, Western",en,"Following the murder of her father by a hired hand, a 14-year-old farm girl sets out to capture the killer. To aid her, she hires the toughest U.S. Marshal she can findâ€”a man with 'true grit'â€”Reuben J. 'Rooster' Cogburn.",23.782,5315,7.3,38000000,252300000,https://image.tmdb.org/t/p/w500/tCrB8pcjadZjsDk7rleGJaIv78k.jpg,,,
43539,Movie,The Next Three Days,Paul Haggis,"Russell Crowe, Elizabeth Banks, Brian Dennehy, RZA, Moran Atias","United States of America, France",2010-11-18,2010,7.1,"Romance, Drama, Thriller, Crime",en,"A married couple's life is turned upside down when the wife is accused of murdering her boss. Her husband John would spend the next few years trying to get her released, but there's no evidence that negates the evidence against her. When the strain of being separated from her husband and son gets to her, John decides to find a way to break her out.",23.613,2885,7.1,30000000,67448651,https://image.tmdb.org/t/p/w500/wBaRZ3aHa7qoYTSY0ONbXrXYk4B.jpg,movie,133,PG-13
37056,Movie,Letters to Juliet,Gary Winick,"Amanda Seyfried, Christopher Egan, Gael GarcÃ­a Bernal, Vanessa Redgrave, Franco Nero",United States of America,2010-05-13,2010,7.002,"Comedy, Drama, Romance",en,"An American girl on vacation in Italy finds an unanswered ""letter to Juliet"" -- one of thousands of missives left at the fictional lover's Verona courtyard, which are typically answered by the ""secretaries of Juliet"" -- and she goes on a quest to find the lovers referenced in the letter.",23.388,2893,7.002,30000000,82148538,https://image.tmdb.org/t/p/w500/y9DdvY1IRNS2hWLq161hmP2gXn.jpg,,,
40264,Movie,Vampires Suck,"Jason Friedberg, Aaron Seltzer","Jenn Proske, Matt Lanter, Chris Riggi, Diedrich Bader, Anneliese van der Pol",United States of America,2010-08-18,2010,4.3,"Comedy, Fantasy",en,"Becca, an anxious, non-vampire teen is torn between two boys. Before she can choose, Becca must get around her controlling father, who treats her like a child. Meanwhile, Becca's friends contend with their own romantic issues â€“ all of which collide at the prom.",23.306,1300,4.3,20000000,80547866,https://image.tmdb.org/t/p/w500/ksPKfoXovAiFnBktkCBefsRQ8a1.jpg,,,
23172,Movie,The Spy Next Door,Brian Levant,"Jackie Chan, Amber Valletta, Madeline Carroll, Will Shadley, Alina Foley",United States of America,2010-01-15,2010,5.9,"Action, Comedy, Family",en,"Former CIA spy Bob Ho takes on his toughest assignment to date: looking after his girlfriend's three kids, who haven't exactly warmed to their mom's beau. And when one of the youngsters accidentally downloads a top-secret formula, Bob's longtime nemesis, a Russian terrorist, pays a visit to the family.",23.229,1311,5.9,28000000,66166000,https://image.tmdb.org/t/p/w500/nJJrceb2xHGIA0irADX0JvWSIHT.jpg,movie,94,PG
47533,Movie,Scooby-Doo! Curse of the Lake Monster,Brian Levant,"Frank Welker, Kate Melton, Hayley Kiyoko, Nick Palatas, Robbie Amell",United States of America,2010-10-16,2010,6.154,"Mystery, Fantasy, Comedy, Adventure",en,"Scooby-Doo and the gang are on the case when a mysterious lake monster starts scaring the guests at a summer resort in Erie Point, where Fred, Daphne, Velma and Shaggy have taken on seasonal jobs to pay for a barn they accidentally burned down. But in addition to sneaking suspicions, there's some romance in the air.",22.547,515,6.154,0,3400000,https://image.tmdb.org/t/p/w500/fui9A4s6Rr26pFdTVV4EGNmYm5i.jpg,,,
25602,Movie,Ninja,Isaac Florentine,"Scott Adkins, Todd Jensen, Tsuyoshi Ihara, Mika Hijii, Togo Igawa",United States of America,2010-03-15,2010,6.1,"Action, Crime, Drama, Thriller",en,"A westerner named Casey, studying Ninjutsu in Japan, is asked by the Sensei to return to New York to protect the legendary Yoroi Bitsu, an armored chest that contains the weapons of the last Koga Ninja.",22.547,353,6.1,10000000,194243,https://image.tmdb.org/t/p/w500/tKjH1IQVeUmHOlxZinQdjFHkFVG.jpg,,,
23023,Movie,Tooth Fairy,Michael Lembeck,"Dwayne Johnson, Stephen Merchant, Ashley Judd, Julie Andrews, Ryan Sheckler","Canada, United States of America",2010-01-14,2010,5.5,"Comedy, Family, Fantasy",en,"When minor-league hockey player Derek Thompson -- who has a penchant for knocking out his opponents' teeth every time he plays -- disillusions a fan, he is sentenced to a stint for one week as a bona fide, tutu-clad, real-life tooth fairy. Soon, Derek is inspired to rekindle his youthful dreams.",21.966,1994,5.5,48000000,112462508,https://image.tmdb.org/t/p/w500/cRZvw3bPomtucIUtMHZ3qPIYtYs.jpg,,,
41216,Movie,Legend of the Guardians: The Owls of Ga'Hoole,Zack Snyder,"Jim Sturgess, Ryan Kwanten, Hugo Weaving, Helen Mirren, Geoffrey Rush","Australia, United States of America",2010-07-10,2010,6.8,"Animation, Adventure, Family, Fantasy",en,"When a young owl is abducted by an evil Owl army, he must escape with new-found friends and seek the legendary Guardians to stop the menace.",21.922,2323,6.8,80000000,140073390,https://image.tmdb.org/t/p/w500/qweKCtPdnIP2uGp1PgWZyCV7gzj.jpg,movie,97,PG
38199,Movie,Unthinkable,Gregor Jordan,"Samuel L. Jackson, Carrie-Anne Moss, Michael Sheen, Stephen Root, Lora Kojovic",United States of America,2010-06-14,2010,6.8,"Drama, Thriller",en,The government gets wind of a plot to destroy America involving a trio of nuclear weapons for which the whereabouts are unknown. It's up to a seasoned interrogator and an FBI agent to find out exactly where the nukes are.,21.627,1224,6.8,15000000,0,https://image.tmdb.org/t/p/w500/nDkzuVlNsSVFBkkZQqw26fCKz4J.jpg,movie,88,
49009,Movie,The Way Back,Peter Weir,"Ed Harris, Jim Sturgess, Saoirse Ronan, Colin Farrell, Mark Strong","India, United Arab Emirates, United Kingdom, United States of America",2010-11-22,2010,7.0,"Drama, Adventure, History",en,"At the dawn of WWII, several men escape from a Russian gulagâ€”to take a perilous and uncertain journey to freedom as they cross deserts, mountains and several nations.",21.501,1607,7.0,30000000,24200000,https://image.tmdb.org/t/p/w500/oImI6rxld0sKNfEXaszgreLnNAO.jpg,,,
25642,Movie,Ben 10 Alien Swarm,Alex Winter,"Ryan Kelley, Galadriel Stineman, Nathan Keyes, Alyssa Diaz, Herbert Siguenza",United States of America,2010-03-12,2010,6.1,"Adventure, Action, TV Movie, Science Fiction",en,Ben and a mysterious girl from his past must prevent an alien threat from destroying the world.,20.878,343,6.1,40000000,0,https://image.tmdb.org/t/p/w500/wROzAzrcSsRTu1fQQu2QdaUER2X.jpg,,,
63319,Movie,Belle Ã©pine,Rebecca Zlotowski,"LÃ©a Seydoux, AnaÃ¯s Demoustier, Johan LibÃ©reau, Nicolas Maury, Guillaume Gouix",France,2010-11-10,2010,5.5,Drama,fr,"After the death of her mother, 17-year-old Prudence finds herself living alone in her Paris apartment.  Then she meets Maryline, a rebel of her own age, who introduces her to the thrills of motorcycle racing on the biker circuit at Rungis.  Prudenceâ€™s newfound lease of freedom becomes complicated when she falls for a boy Franck who wastes no time in taking advantage of her naivety...",20.789,53,5.5,0,0,https://image.tmdb.org/t/p/w500/22MXstSxbiKCjAqHHmNkxvZEYIp.jpg,,,
13477,Movie,When in Rome,Mark Steven Johnson,"Kristen Bell, Josh Duhamel, Anjelica Huston, Danny DeVito, Will Arnett",United States of America,2010-01-29,2010,6.0,"Comedy, Fantasy, Romance",en,"Disillusioned with romance, Beth, an ambitious New Yorker, travels to Rome for her sister's wedding, where she plucks magic coins from a special fountain of love. The coins attract unwanted attention from an assortment of odd yet ardent suitors:  a sausage merchant, a street magician, an artist, and a male model. But when the best man from the wedding, persistent reporter Nick, throws his hat in the ring, Beth wonders if his love is the real thing.",20.362,1214,6.0,55000000,43042835,https://image.tmdb.org/t/p/w500/b8TzfAcseP4QuNUxCTIVgtvi9AT.jpg,,,
46146,Movie,Troll Hunter,AndrÃ© Ã˜vredal,"Otto Jespersen, Glenn Erland Tosterud, Johanna MÃ¸rck, Tomas Alf Larsen, Hans Morten Hansen",Norway,2010-10-29,2010,6.7,"Fantasy, Horror",no,"A group of students investigates a series of mysterious bear killings, but learns that there are much more dangerous things going on. They start to follow a mysterious hunter, learning that he is actually a troll hunter.",20.266,1605,6.7,3500000,4159678,https://image.tmdb.org/t/p/w500/v2W5NEz0p9jPFzbbYt0dP86gsOX.jpg,,,
65496,Movie,Student Services,Emmanuelle Bercot,"DÃ©borah FranÃ§ois, Mathieu Demy, Alain Cauchi, Benjamin Siksou, Anna Sigalevitch",France,2010-01-18,2010,5.3,Drama,fr,"Nineteen-year-old Laura is stressed by her first year at college when money worries distract her from her studies and so, desperate for cash, she answers an online advertisement for intimate companionship that leads her down a dangerous path.",20.139,125,5.3,0,0,https://image.tmdb.org/t/p/w500/vSpMWP1iX2KeRyIcHV3nINeBxlQ.jpg,,,
19901,Movie,Daybreakers,"Michael Spierig, Peter Spierig","Ethan Hawke, Sam Neill, Willem Dafoe, Claudia Karvan, Isabel Lucas","United States of America, Australia",2010-01-06,2010,6.3,"Action, Fantasy, Science Fiction",en,"In the year 2019, a plague has transformed almost every human into a vampire. Faced with a dwindling blood supply, the fractured dominant race plots their survival; meanwhile, a researcher works with a covert band of vampires on a way to save humankind.",20.059,1972,6.3,20000000,51417188,https://image.tmdb.org/t/p/w500/nhGHd9lU3UnbaYnuQMbsomM3dnD.jpg,movie,98,
42188,Movie,Never Let Me Go,Mark Romanek,"Carey Mulligan, Keira Knightley, Andrew Garfield, Izzy Meikle-Small, Ella Purnell","United Kingdom, United States of America",2010-03-18,2010,6.9,"Drama, Romance, Science Fiction",en,"As children, Kathy, Ruth, and Tommy spend their childhood at an idyllic and secluded English boarding school. As they grow into adults, they must come to terms with the complexity and strength of their love for one another while also preparing for the haunting reality awaiting them.",19.744,2302,6.9,15000000,9918093,https://image.tmdb.org/t/p/w500/sGpqhD9kKiP3abxOrzYWRy05lV2.jpg,,,
39451,Movie,Little Fockers,"Paul Weitz, Greg Glienna","Robert De Niro, Ben Stiller, Owen Wilson, Dustin Hoffman, Barbra Streisand",United States of America,2010-12-21,2010,5.645,"Comedy, Romance",en,"It has taken 10 years, two little Fockers with wife Pam and countless hurdles for Greg to finally get in with his tightly wound father-in-law, Jack. After the cash-strapped dad takes a job moonlighting for a drug company, Jack's suspicions about his favorite male nurse come roaring back. When Greg and Pam's entire clan descends for the twins' birthday party, Greg must prove to the skeptical Jack that he's fully capable as the man of the house.",19.651,3251,5.645,100000000,310650585,https://image.tmdb.org/t/p/w500/90mwPRNMmX9RUGVgKMJMJNQnYX8.jpg,,,
41402,Movie,Let Me In,Matt Reeves,"Kodi Smit-McPhee, ChloÃ« Grace Moretz, Richard Jenkins, Elias Koteas, Sasha Barrese","Sweden, United Kingdom, United States of America",2010-10-01,2010,6.8,"Drama, Horror, Mystery",en,A bullied young boy befriends a young female vampire who lives in secrecy with her guardian.  A remake of the movie â€œLet The Right One Inâ€ which was an adaptation of a book.,19.481,2020,6.8,20000000,24145613,https://image.tmdb.org/t/p/w500/l7E26uTaNjHi60CnhltMaoL9jfu.jpg,,,
59429,Movie,Paranormal Activity: Tokyo Night,Toshikazu Nagae,"Aoi Nakamura, Noriko Aoyama, Kosuke Kujirai, Ayako Yoshitani, Kazuyoshi Tsumura",Japan,2010-11-20,2010,6.0,"Horror, Thriller",ja,"Koichi takes care of his sister, who has recently returned from a trip abroad in the United States as she is not well. While caring for her, he records evidence of ghosts in their home.",19.335,435,6.0,1350000,4160000,https://image.tmdb.org/t/p/w500/mh7j7XlYWo82UnQGhsxcuyolzp.jpg,,,
42941,Movie,30 Days of Night: Dark Days,Ben Ketai,"Kiele Sanchez, Mia Kirshner, Diora Baird, Rhys Coiro, Harold Perrineau",United States of America,2010-10-04,2010,5.0,"Horror, Thriller",en,"After surviving the incidents in Barrow, Alaska, Stella Olemaun relocates to Los Angeles, where she intentionally attracts the attention of the local vampire population in order to avenge the death of her husband, Eben.",19.058,524,5.0,0,0,https://image.tmdb.org/t/p/w500/bXHaXVGncI2WKUrNRYDyTyj3ymR.jpg,,,
46261,Movie,Don't Be Afraid of the Dark,Troy Nixey,"Katie Holmes, Guy Pearce, Bailee Madison, Jack Thompson, Alan Dale","Australia, Mexico, United States of America",2010-11-06,2010,5.775,"Fantasy, Horror, Thriller",en,A young girl sent to live with her father and his new girlfriend discovers creatures in her new home who want to claim her as one of their own.,18.785,1045,5.775,25000000,36993168,https://image.tmdb.org/t/p/w500/mCVCTbLz4PJUmAmWTX36verJ8f4.jpg,,,
45317,Movie,The Fighter,David O. Russell,"Mark Wahlberg, Christian Bale, Amy Adams, Melissa Leo, Mickey O'Keefe",United States of America,2010-12-10,2010,7.4,Drama,en,"Boxer ""Irish"" Micky Ward's unlikely road to the world light welterweight title. His Rocky-like rise was shepherded by half-brother Dicky, a boxer-turned-trainer who rebounded in life after nearly being KO'd by drugs and crime.",18.607,4397,7.4,25000000,129190869,https://image.tmdb.org/t/p/w500/xfsFerGhO1h6rLk8vwLgMyQ8WVJ.jpg,movie,116,
30675,Movie,Planet Hulk,Sam Liu,"Rick D. Wasserman, Lisa Ann Beley, Mark Hildreth, Liam O'Brien, Kevin Michael Richardson",United States of America,2010-02-02,2010,7.0,"Science Fiction, Animation, Action, Fantasy",en,"When the Hulk's presence on Earth becomes too great a risk, the Illuminati trick him to board a shuttle destined for a planet where he will be able to live in peace, and launch it into space. The Hulk's struggle to escape causes the shuttle to malfunction and crash land on the planet Sakaar, however, where he is sold into slavery and trained as a gladiator.",18.537,491,7.0,0,7000000,https://image.tmdb.org/t/p/w500/5wCzY3sAs6zHIzzHIcTKN2g0pu8.jpg,,,
73245,Movie,Bleach the Movie: Hell Verse,"Noriyuki Abe, Yoshifumi Sueda, Yuzuru Tachikawa, Kazunori Mizuno","Masakazu Morita, Fumiko Orikasa, Noriaki Sugiyama, Hiroki Yasumoto, Yuki Matsuoka",Japan,2010-12-04,2010,7.6,"Action, Animation, Fantasy, Adventure",ja,"Hell â€“ A place where beings that have committed mortal sins during their lifetime are sent. It is a realm where even Soul Reapers are forbidden to interfere. When a group of vicious Sinners plot to escape from this eternal prison, they discover that Substitute Soul Reaper Ichigo Kurosaki is the key to their freedom.",18.532,180,7.6,0,8749681,https://image.tmdb.org/t/p/w500/pd7V5iCB19VBPJkihxFXFwSRW2M.jpg,,,
29427,Movie,The Crazies,Breck Eisner,"Timothy Olyphant, Radha Mitchell, Joe Anderson, Danielle Panabaker, Joe Reegan","United Arab Emirates, United States of America",2010-02-26,2010,6.279,"Mystery, Horror, Action",en,Four friends find themselves trapped in their small hometown after they discover their friends and neighbors going quickly and horrifically insane.,18.477,2069,6.279,20000000,54956140,https://image.tmdb.org/t/p/w500/ggtG9DZELyTtM2Y0DRJDOJa5iP8.jpg,,,
34803,Movie,Death at a Funeral,Neil LaBute,"Chris Rock, Martin Lawrence, Zoe SaldaÃ±a, Tracy Morgan, Regina Hall",United States of America,2010-04-15,2010,5.8,Comedy,en,"Aaron's father's funeral is today at the family home, and everything goes wrong: the funeral home delivers the wrong body, his cousin accidentally drugs her fiancÃ©, and Aaron's successful younger brother, Ryan, flies in from New York, broke but arrogant. To top it all off, a mysterious stranger wants a word with Aaron.",18.275,985,5.8,21000000,49050886,https://image.tmdb.org/t/p/w500/xyTxrJnjbSJQzcbKIP6S1uqLuxy.jpg,movie,91,
33909,Movie,Wall Street: Money Never Sleeps,Oliver Stone,"Michael Douglas, Shia LaBeouf, Josh Brolin, Carey Mulligan, Frank Langella",United States of America,2010-09-20,2010,6.1,"Drama, Crime",en,"As the global economy teeters on the brink of disaster, a young Wall Street trader partners with disgraced former Wall Street corporate raider Gordon Gekko on a two tiered mission: To alert the financial community to the coming doom, and to find out who was responsible for the death of the young trader's mentor.",18.214,1545,6.1,70000000,134748021,https://image.tmdb.org/t/p/w500/sA7dP4TJdbIF6a9xNeuBeHOGioX.jpg,,,
51200,Movie,71: Into the Fire,John H. Lee,"Kwon Sang-woo, Choi Seung-hyun, Kim Seung-woo, Cha Seung-won, Kim Hye-seong",South Korea,2010-06-16,2010,7.518,War,ko,"In August 1950, waiting for UN troops to arrive, the South Korean army assembled to protect Nakdong River. Only 71 student-soldiers are left behind to guard the city of Pohang. Now they are on a mission to defend the country from North Korean troops.",17.98,192,7.518,10400000,20967660,https://image.tmdb.org/t/p/w500/3p8nZAGiw8LT8TFpYOn7uoTUdvI.jpg,,,
399897,Movie,Siren XXX: Magical Pleasure,ShintarÃ´ Ashizuka,"Marica Hase, Yuko Sakurai, Ryuki Nishimoto, Nao Okabe",Japan,2010-08-13,2010,6.1,"Thriller, Drama",ja,"In a rural port town, Kenji Ishikawa runs a barber shop together with his new wife, who speaks very little and has mysterious eyes to match her amorous presence. Running the shop isnâ€™t easy as hardly any customers comeâ€¦  One evening, a man comes to the shop, as if lured by the faint hum of the wife. As the man takes a seat, Kenji exits his shop. The wife then gently fingers the manâ€™s neckâ€¦",17.936,21,6.1,0,0,https://image.tmdb.org/t/p/w500/6QFciT2BXoqaFZsDeLrvxMmVRMq.jpg,movie,71,
32856,Movie,Valentine's Day,Garry Marshall,"Jessica Alba, Kathy Bates, Jessica Biel, Bradley Cooper, Eric Dane",United States of America,2010-02-10,2010,5.9,"Comedy, Romance",en,"More than a dozen Angelenos navigate Valentine's Day from early morning until midnight. Three couples awake together, but each relationship will sputter. A grade-school boy wants flowers for his first true love. Two high school seniors plan first-time sex at noon. A TV sports reporter gets the assignment to find romance in LA. A star quarterback contemplates his future. Two strangers meet on a plane. Grandparents, together for years, face a crisis. An 'I Hate Valentine's Day' dinner beckons the lonely and the lied to.",17.915,3057,5.9,52000000,216500000,https://image.tmdb.org/t/p/w500/b7yK6QG3b59Lrdz1C0FS0DxEueS.jpg,,,
12201,Movie,Edge of Darkness,Martin Campbell,"Mel Gibson, Ray Winstone, Danny Huston, Bojana NovakoviÄ‡, Shawn Roberts","United Kingdom, United States of America",2010-01-28,2010,6.3,"Crime, Drama, Mystery, Thriller",en,"As a seasoned homicide detective, Thomas Craven has seen the bleakest side of humanity. But nothing prepares him for the toughest investigation of his life: the search for his only daughter Emma's killer. Now, he is on a personal mission to uncover the disturbing secrets surrounding her murder, including corporate corruption, government collusion and Emma's own mysterious life.",17.755,1551,6.3,80000000,81126522,https://image.tmdb.org/t/p/w500/pvHjp1vEFmp5FquSCPQ2O95tIZJ.jpg,movie,117,R
51736,Movie,Bloomington,Fernanda Cardoso,"Allison McAtee, Sarah Stouffer, Katherine Ann McGregor, Ray Zupp, J. Blakemore",United States of America,2010-06-23,2010,6.6,"Romance, Drama",en,A former child actress attends college in search of independence and ends up becoming romantically involved with a female professor. Their relationship thrives until an opportunity to return to acting forces her to make life-altering decisions.,17.519,157,6.6,0,0,https://image.tmdb.org/t/p/w500/vCHFXTpoDiQNwKB66ulnxOraQAt.jpg,movie,83,
34813,Movie,The Losers,Sylvain White,"Jeffrey Dean Morgan, Zoe SaldaÃ±a, Chris Evans, Idris Elba, Columbus Short",United States of America,2010-04-23,2010,6.3,"Action, Adventure, Crime, Mystery, Thriller",en,"On a mission deep in the Bolivian jungle, a team of elite commandos finds itself on the receiving end of a lethal betrayal. Now presumed dead, the men join forces with a mysterious operative named Aisha to hunt down their enemy and even the score.",17.425,1830,6.3,25000000,23580000,https://image.tmdb.org/t/p/w500/bYYYYliJ59vNdT839ATobe20gF9.jpg,,,
40662,Movie,Batman: Under the Red Hood,Brandon Vietti,"Bruce Greenwood, Jensen Ackles, Neil Patrick Harris, Jason Isaacs, John DiMaggio",United States of America,2010-07-27,2010,7.735,"Mystery, Crime, Animation",en,"One part vigilante, one part criminal kingpin, Red Hood begins cleaning up Gotham with the efficiency of Batman, but without following the same ethical code.",17.033,1615,7.735,0,6629178,https://image.tmdb.org/t/p/w500/7lmHqHg1rG9b4U8MjuyQjmJ7Qm0.jpg,,,
111332,Movie,Avatar: Creating the World of Pandora,Thomas C. Grane,"James Cameron, Laz Alonso, Richard Baneham, Christopher Boyes, Rick Carter",United States of America,2010-02-07,2010,6.5,Documentary,en,The Making-of James Cameron's Avatar. It shows interesting parts of the work on the set.,16.887,157,6.5,0,0,https://image.tmdb.org/t/p/w500/d9oqcfeCyc3zmMal6eJbfj3gatc.jpg,,,
42949,Movie,Arthur 3: The War of the Two Worlds,Luc Besson,"Freddie Highmore, Mia Farrow, Robert Stanton, Penny Balfour, David Gasman",France,2010-08-22,2010,5.78,"Animation, Adventure, Fantasy, Family",fr,"With Maltazard now seven feet tall and Arthur still two inches small, our hero must find a way to grow back to his normal size and stop the Evil M once and for all, with the help of Selenia and Betameche.",16.847,1532,5.78,70200000,33885979,https://image.tmdb.org/t/p/w500/wBT40NqmBz65WYmIGhDnWcgzPcA.jpg,movie,101,G
43641,Movie,Superman/Shazam!: The Return of Black Adam,Joaquim Dos Santos,"George Newbern, Jerry O'Connell, Arnold Vosloo, Zach Callison, James Garner",United States of America,2010-11-16,2010,7.0,"Animation, Action",en,"Chosen the worldâ€™s protector against the Seven Deadly Enemies of Man â€“ pride, envy, greed, hatred, selfishness, laziness and injustice â€“ young Billy Batson accepts his destiny as Captain Marvel. Battling alongside Superman against nefarious Black Adam, Billy soon discovers the challenge super heroes ultimately face: is it revenge or justice?",16.793,1512,7.0,0,0,https://image.tmdb.org/t/p/w500/3MgwChvi42N1RnhQE9A4pQVHyUY.jpg,,,
