history_id,user_id,show_id,watch_date,watch_duration_mins,device_type
2121,10049,79374,01-08-2018,65,Web
2122,7502,70436,14-04-2019,70,Web
2123,4265,947039,25-01-2020,46,Web
2124,11465,309028,19-03-2021,61,TV
2125,10929,489471,26-02-2018,15,Web
2126,224,339987,03-04-2024,36,Web
2127,6475,791042,01-10-2019,32,Tablet
2128,2176,359871,02-11-2023,112,Mobile
2129,3492,429977,08-09-2023,27,TV
2130,10677,1179558,03-06-2019,39,Web
2131,8232,283601,07-01-2020,43,Web
2132,6813,63492,06-08-2021,27,TV
2133,509,1160003,04-11-2023,48,TV
2134,9912,487672,19-09-2025,27,Web
2135,3499,1018270,04-03-2020,49,Web
2136,4550,1089654,06-06-2019,42,Mobile
2137,4935,415312,03-01-2023,92,Tablet
2138,4751,642546,11-09-2023,130,TV
2139,6104,462883,13-09-2019,79,Mobile
2140,11062,103750,05-04-2019,31,Web
2141,4829,214135,03-12-2019,50,TV
2142,8402,334074,22-12-2020,119,Mobile
2143,2747,218266,08-09-2019,78,Tablet
2144,9073,1024773,11-12-2023,57,TV
2145,755,210047,29-01-2019,134,Web
2146,8712,662745,18-01-2020,65,Mobile
2147,5116,68817,08-02-2020,13,Tablet
2148,6905,35428,03-05-2020,30,TV
2149,3148,1094009,03-07-2020,8,Tablet
2150,9681,54700,30-08-2020,26,Web
2151,9779,821499,22-09-2024,172,Web
2152,11804,647785,02-07-2024,26,Web
2153,11519,454527,17-01-2021,30,Web
2154,6108,817485,05-12-2022,27,Tablet
2155,4818,651070,19-03-2020,101,TV
2156,8821,294992,06-04-2019,97,Mobile
2157,1704,209274,17-10-2021,69,Web
2158,2125,1260700,06-11-2019,142,Mobile
2159,9188,630586,28-08-2023,33,TV
2160,10016,25642,16-08-2021,62,Mobile
2161,11414,355998,07-07-2024,119,Web
2162,11388,128475,25-03-2021,75,TV
2163,9599,810693,06-05-2024,32,TV
2164,3777,57216,28-04-2023,74,TV
2165,5475,318850,06-02-2023,19,Mobile
2166,9973,340666,13-04-2018,24,Tablet
2167,6044,1379877,25-08-2019,52,Web
2168,1184,159211,29-07-2022,71,TV
2169,4361,746349,23-07-2018,139,TV
2170,3341,244316,24-06-2022,38,TV
2171,10235,84449,20-02-2022,51,TV
2172,10681,87587,05-12-2018,109,Tablet
2173,11153,734353,16-07-2019,39,Web
2174,5778,451995,20-06-2019,40,Mobile
2175,210,893366,01-06-2023,58,Tablet
2176,6710,490176,29-03-2024,57,TV
2177,11311,1437666,10-01-2024,56,Mobile
2178,11800,1026227,12-11-2020,29,TV
2179,8674,81534,17-07-2018,38,TV
2180,5255,183392,23-02-2025,100,Mobile
2181,9338,166660,15-03-2018,85,Tablet
2182,8860,267557,09-08-2020,91,TV
2183,4439,1156593,11-01-2018,140,Mobile
2184,5425,56272,27-01-2021,30,Tablet
2185,9050,523936,06-03-2022,45,Mobile
2186,3464,87818,11-12-2020,9,TV
2187,10939,117923,28-04-2024,36,TV
2188,10824,52013,17-05-2019,16,Tablet
2189,8344,505225,12-12-2018,20,Tablet
2190,11460,282983,12-10-2019,17,TV
2191,1497,129414,20-11-2018,37,Mobile
2192,3417,471564,22-10-2022,47,Tablet
2193,4840,411626,14-08-2019,24,Tablet
2194,7050,74505,15-09-2021,114,Tablet
2195,7736,487004,01-08-2018,113,TV
2196,8630,1432393,10-06-2024,134,Mobile
2197,9748,744742,21-03-2018,88,Tablet
2198,7409,292431,18-03-2022,76,Web
2199,8131,1387866,12-07-2020,30,Web
2200,4729,1223153,16-02-2025,18,Web
2201,5642,234564,29-01-2024,107,TV
2202,11457,191726,15-04-2025,103,Tablet
2203,4352,180147,17-05-2019,21,TV
2204,3444,381341,13-04-2023,87,Tablet
2205,4342,186935,03-04-2020,61,Mobile
2206,4263,1434672,13-11-2023,25,Web
2207,11309,623491,22-01-2023,55,Mobile
2208,4033,171372,17-06-2019,67,Mobile
2209,11769,333377,04-04-2023,44,Web
2210,8308,48573,12-11-2018,59,TV
2211,7879,618363,25-02-2020,31,Tablet
2212,6505,210913,08-08-2022,32,TV
2213,8393,137333,25-03-2022,57,Tablet
2214,575,188489,16-07-2024,77,Web
2215,1834,466282,03-01-2024,45,Tablet
2216,4076,251232,04-05-2018,77,Tablet
2217,607,267480,31-12-2019,95,TV
2218,6236,70364,18-07-2022,27,Web
2219,9019,1029827,10-05-2021,9,Mobile
2220,3898,116303,01-02-2018,45,Mobile
2221,8243,41233,01-03-2025,39,Tablet
2222,1510,1231574,18-01-2019,33,Web
2223,11021,376812,08-11-2020,23,Mobile
2224,943,500922,29-03-2018,35,Web
2225,3537,66113,26-05-2024,29,TV
2226,1670,986070,11-07-2018,51,TV
2227,5202,46705,05-06-2018,92,TV
2228,10395,1308821,30-04-2021,13,Tablet
2229,6872,602296,06-04-2021,79,Tablet
2230,6542,251626,07-12-2024,6,Web
2231,6498,146375,06-01-2018,26,Tablet
2232,5167,1439163,15-05-2021,15,Tablet
2233,10926,428099,01-10-2025,38,Tablet
2234,545,944865,08-04-2024,47,Mobile
2235,3303,420686,05-12-2019,19,Tablet
2236,9350,768141,27-10-2025,24,Mobile
2237,7266,1251636,27-05-2022,42,Mobile
2238,9474,352205,17-11-2024,46,Tablet
2239,2093,734624,12-11-2023,17,Web
2240,10767,496316,05-03-2024,117,Tablet
2241,2989,1211999,06-06-2019,55,Tablet
2242,2072,531736,24-04-2018,82,TV
2243,10998,57389,17-05-2022,139,Web
2244,7089,528998,12-03-2019,45,Web
2245,3706,58595,18-12-2018,47,Mobile
2246,6125,999582,30-10-2019,79,Web
2247,1816,84178,24-10-2023,109,Tablet
2248,7453,78192,04-04-2021,16,Mobile
2249,9977,64678,17-11-2022,40,Tablet
2250,10012,37645,30-10-2019,26,TV
2251,9137,74725,05-03-2024,16,TV
2252,9402,877269,17-10-2019,38,Tablet
2253,3303,399366,04-03-2023,18,Tablet
2254,6615,103450,08-11-2021,78,Tablet
2255,6483,427451,27-11-2024,29,Web
2256,9236,116303,03-12-2023,145,Tablet
2257,7943,396774,20-01-2024,98,Web
2258,9927,75736,13-06-2018,36,TV
2259,1426,44874,08-11-2022,35,Tablet
2260,9758,94684,12-01-2025,28,TV
2261,7945,359784,20-10-2021,17,Mobile
2262,8114,78214,06-02-2024,50,TV
2263,1899,206647,12-08-2023,82,TV
2264,8607,1130863,05-08-2020,130,Mobile
2265,8241,776559,06-09-2018,21,TV
2266,5394,875279,13-07-2019,33,TV
2267,6454,38356,26-05-2022,53,TV
2268,2369,106021,12-06-2023,33,TV
2269,9450,1177911,19-12-2025,15,TV
2270,10541,721656,26-12-2025,5,Mobile
2271,4364,1272890,21-10-2023,52,Mobile
2272,3344,418827,24-06-2018,59,Mobile
2273,603,440596,03-07-2025,95,Tablet
2274,10832,46332,21-09-2022,36,Mobile
2275,9495,478159,23-12-2022,156,TV
2276,215,887870,01-01-2019,166,Mobile
2277,348,149091,20-12-2024,115,Tablet
2278,8441,513919,09-09-2022,79,Tablet
2279,5315,1407162,23-05-2024,64,TV
2280,9190,166424,06-02-2022,81,Mobile
2281,4072,624091,28-12-2021,54,Web
2282,2856,328589,08-04-2023,41,Web
2283,3954,928381,24-07-2021,59,Tablet
2284,5307,786705,18-03-2019,38,Mobile
2285,9468,150230,20-02-2023,43,Mobile
2286,3389,1209288,28-06-2024,70,Tablet
2287,7672,62638,22-02-2020,31,TV
2288,310,965244,02-07-2022,45,Mobile
2289,2575,251577,02-04-2024,31,TV
2290,3960,259233,21-07-2024,135,TV
2291,6896,467917,20-03-2019,134,Mobile
2292,4552,850099,26-11-2024,57,Mobile
2293,4688,115782,14-10-2025,76,TV
2294,2945,1232221,01-10-2019,16,Web
2295,9384,347626,09-05-2021,139,Tablet
2296,8288,1003180,16-01-2019,76,Mobile
2297,4757,179538,09-07-2020,15,TV
2298,2826,664236,14-08-2025,126,TV
2299,8308,225086,30-12-2024,72,TV
2300,4058,661595,21-12-2025,107,Tablet
2301,451,51072,12-05-2022,61,Tablet
2302,10405,1214484,02-12-2019,57,TV
2303,3857,536554,11-07-2025,40,Mobile
2304,317,653744,03-09-2023,28,TV
2305,11906,644090,08-12-2022,59,TV
2306,150,1354150,17-03-2022,53,TV
2307,9768,1122618,21-08-2025,123,Tablet
2308,10085,493899,16-12-2021,72,TV
2309,683,1006851,13-10-2021,9,Tablet
2310,6516,120475,23-10-2018,140,Web
2311,9712,49022,08-06-2023,53,TV
2312,10822,491418,12-12-2019,82,Tablet
2313,817,829165,01-06-2022,149,TV
2314,4578,593911,31-07-2022,38,Tablet
2315,2312,379170,08-08-2020,67,TV
2316,3842,150213,29-08-2019,32,TV
2317,9543,961613,10-09-2018,108,Tablet
2318,6069,267481,02-07-2020,25,Tablet
2319,3480,1072567,03-01-2023,106,Tablet
2320,467,482207,02-12-2019,14,Mobile
2321,5535,267457,26-04-2024,21,Tablet
2322,4682,551238,15-03-2025,19,Mobile
2323,3615,425942,28-08-2021,70,TV
2324,6907,80337,21-12-2025,19,TV
2325,226,421465,08-07-2023,5,Mobile
2326,7742,664413,04-08-2020,27,Tablet
2327,6629,316322,03-12-2018,143,Mobile
2328,4061,70925,06-07-2020,6,Web
2329,8806,683022,21-12-2018,69,Web
2330,2274,778106,15-01-2019,24,Mobile
2331,5246,899718,22-04-2024,9,TV
2332,3579,74406,07-02-2023,66,Mobile
2333,1494,689160,09-07-2019,33,TV
2334,6141,347969,27-04-2022,35,Web
2335,3576,898308,25-10-2020,28,Tablet
2336,3258,396263,03-09-2024,60,Tablet
2337,9226,287284,01-03-2021,34,Mobile
2338,8629,227257,22-12-2021,28,Web
2339,10047,409447,17-07-2020,5,Web
2340,10393,509585,24-01-2025,84,Mobile
2341,4190,1107387,11-12-2018,88,Tablet
2342,11019,314327,05-01-2025,76,Web
2343,10493,274479,30-07-2018,112,TV
2344,2824,398891,12-12-2023,70,Tablet
2345,7152,79745,25-04-2025,36,Mobile
2346,9377,1254786,15-07-2021,114,TV
2347,8224,156643,08-11-2025,53,Tablet
2348,6526,1429995,12-04-2022,85,Tablet
2349,4804,1130899,13-05-2021,163,Web
2350,9914,338065,20-03-2025,154,Tablet
2351,6476,27573,10-08-2022,114,Web
2352,2759,196325,22-08-2021,43,TV
2353,4619,191104,17-01-2020,93,TV
2354,70,794602,11-05-2020,116,Tablet
2355,10288,12819,12-07-2018,62,Web
2356,5231,118412,27-04-2024,24,Web
2357,1650,334354,27-03-2021,78,TV
2358,3126,530385,26-11-2023,84,Tablet
2359,7795,1135303,13-04-2024,78,Tablet
2360,2881,135858,19-07-2025,88,TV
2361,726,521296,19-08-2025,88,TV
2362,11897,881209,26-01-2023,18,TV
2363,10842,588009,02-02-2025,24,Tablet
2364,2539,455008,07-09-2018,31,TV
2365,3284,552095,12-08-2018,11,Web
2366,9618,529790,27-08-2024,30,Web
2367,10563,141614,25-05-2022,58,TV
2368,8791,845140,15-02-2018,67,TV
2369,7387,13477,03-05-2023,72,Web
2370,3210,64586,18-07-2018,82,Web
2371,2846,390061,03-12-2021,59,Mobile
2372,10541,504588,28-11-2022,31,Mobile
2373,9444,890980,24-11-2024,106,Mobile
2374,1442,537061,22-04-2022,15,Tablet
2375,142,78854,16-01-2019,11,Web
2376,284,816952,18-11-2025,23,Mobile
2377,6769,476299,17-06-2020,77,Web
2378,9405,516806,31-05-2019,145,TV
2379,1466,59468,12-05-2020,28,Tablet
2380,9536,508586,28-12-2018,139,Tablet
2381,1641,83770,30-12-2019,33,Mobile
2382,6169,159389,06-04-2020,13,Web
2383,2548,528091,15-01-2020,88,Web
2384,4789,353576,22-07-2021,92,Mobile
2385,11026,463684,31-07-2020,33,TV
2386,2809,724089,05-02-2025,38,Web
2387,10489,1014629,01-01-2020,33,TV
2388,2544,555790,04-09-2023,36,Web
2389,11061,441384,25-06-2025,36,Tablet
2390,5906,974036,12-01-2023,67,Mobile
2391,1624,778814,04-03-2024,87,TV
2392,9176,586048,02-05-2021,79,TV
2393,7833,298093,28-08-2023,56,Mobile
2394,8047,104755,03-03-2022,16,Mobile
2395,6652,370234,29-06-2023,37,Web
2396,1200,460668,06-07-2024,96,Web
2397,10848,252680,06-11-2025,35,Web
2398,2997,1087192,14-01-2020,147,TV
2399,1695,296137,11-08-2018,52,Mobile
2400,7180,341006,29-09-2019,87,TV
2401,1268,1054867,18-10-2024,58,TV
2402,563,280996,22-10-2025,46,Web
2403,8318,256347,08-01-2022,52,Web
2404,4035,511322,05-12-2020,51,Tablet
2405,10174,399725,15-05-2023,38,Tablet
2406,10799,1379877,23-02-2024,5,Web
2407,9001,809717,19-09-2025,156,Web
2408,8313,72174,22-09-2021,30,Mobile
2409,11228,302688,18-06-2022,101,TV
2410,8317,364067,15-07-2021,62,Mobile
2411,4211,1242898,04-02-2023,13,TV
2412,9927,1088892,01-01-2018,13,TV
2413,6650,652156,02-09-2024,43,Web
2414,233,521647,28-05-2020,38,TV
2415,11962,144288,17-02-2018,47,TV
2416,8936,59883,14-04-2019,37,Web
2417,11535,261470,23-04-2021,36,Web
2418,3114,128190,13-04-2025,81,Web
2419,11311,458673,03-01-2025,17,Mobile
2420,9615,1061163,21-11-2023,47,Mobile
2421,10092,46636,25-01-2020,85,Web
2422,941,471014,23-02-2025,90,Mobile
2423,6903,194121,29-07-2022,36,Tablet
2424,10396,91010,21-08-2022,95,TV
2425,3042,283559,24-11-2021,41,Web
2426,4843,228194,16-06-2019,88,Tablet
2427,4216,61134,03-05-2020,49,Web
2428,10457,1053630,27-11-2018,15,TV
2429,1276,607383,11-12-2019,120,Web
2430,8299,529483,06-04-2025,36,Mobile
2431,4809,22894,12-10-2020,37,Tablet
2432,11687,328425,18-01-2024,40,TV
2433,8497,245891,21-04-2025,32,Tablet
2434,3981,135309,02-08-2025,95,Mobile
2435,5082,183662,09-12-2024,47,TV
2436,8018,1312867,12-06-2023,31,Tablet
2437,4355,454291,02-11-2019,59,Tablet
2438,11704,190880,21-07-2023,16,Mobile
2439,4027,701919,20-11-2022,21,Tablet
2440,6727,1414160,28-09-2021,22,TV
2441,1978,1413717,04-11-2021,64,Web
2442,11433,608994,05-11-2021,40,TV
2443,10989,840430,05-08-2020,12,TV
2444,8199,801965,20-10-2019,13,Mobile
2445,3062,842328,11-02-2022,67,Tablet
2446,3861,60307,02-03-2025,135,Mobile
2447,5385,1094009,01-11-2024,7,Mobile
2448,8024,595900,11-11-2020,79,Web
2449,2912,332567,27-04-2023,45,Tablet
2450,3804,283700,20-04-2018,7,Mobile
2451,10131,405815,06-09-2020,57,Mobile
2452,25,133469,17-11-2019,43,Mobile
2453,5358,270403,04-04-2024,21,Tablet
2454,6086,5492,22-07-2024,45,Tablet
2455,5638,441183,08-12-2020,60,Web
2456,10278,104651,16-12-2022,145,Tablet
2457,4922,753012,27-12-2024,53,Mobile
2458,11583,1431179,06-11-2019,119,Mobile
2459,7454,1008445,14-12-2020,132,TV
2460,6060,520765,29-07-2024,85,Web
2461,3287,315439,23-03-2023,17,Web
2462,9676,716819,08-03-2022,55,Tablet
2463,160,314127,12-06-2024,161,Tablet
2464,11086,1059345,23-09-2018,53,Mobile
2465,4016,804435,26-09-2025,46,Tablet
2466,7558,295237,26-03-2018,75,Mobile
2467,3657,534939,27-08-2018,15,TV
2468,11457,928833,16-11-2019,106,Tablet
2469,3613,538751,10-01-2020,33,TV
2470,9536,414768,10-12-2023,60,Tablet
2471,7024,98022,06-05-2025,40,Mobile
2472,2478,467956,24-07-2025,29,Web
2473,4869,328252,22-12-2021,35,Web
2474,3518,1230514,03-07-2020,17,Tablet
2475,4370,515743,09-04-2018,50,Tablet
2476,6071,91745,07-12-2018,156,TV
2477,11048,121239,17-01-2023,42,Web
2478,2011,645757,25-07-2020,13,Tablet
2479,8381,401544,22-12-2018,17,Tablet
2480,8918,682589,04-11-2023,25,TV
2481,1068,1422296,28-03-2019,120,Mobile
2482,5330,396194,11-06-2020,10,Tablet
2483,3221,523172,22-11-2021,36,TV
2484,8081,254201,09-01-2023,137,TV
2485,4627,633802,26-08-2022,62,Tablet
2486,11127,638134,25-10-2020,78,Tablet
2487,11315,293413,30-04-2022,78,Mobile
2488,7296,586333,23-09-2023,113,Mobile
2489,8784,258363,20-05-2024,11,TV
2490,2060,1333048,18-01-2018,65,Mobile
2491,5498,501170,27-05-2024,67,Mobile
2492,2294,773867,14-12-2019,77,Tablet
2493,1666,209185,25-03-2025,49,Tablet
2494,364,137174,10-09-2025,99,Web
2495,5867,653606,15-09-2018,89,Mobile
2496,412,1771,22-09-2023,33,TV
2497,6919,1431015,03-11-2025,109,TV
2498,2281,229405,07-10-2021,91,Web
2499,9693,804251,14-05-2025,27,Tablet
2500,10734,44263,30-09-2021,22,Web
2501,7072,299969,04-09-2020,166,Web
2502,8315,1341515,03-01-2021,35,Web
2503,11982,434775,08-05-2019,42,Tablet
2504,9711,417047,22-02-2022,114,Web
2505,9757,659475,17-09-2023,43,TV
2506,7387,1302014,05-01-2019,45,Web
2507,11749,59981,04-05-2018,34,Mobile
2508,11814,537681,06-02-2018,29,Tablet
2509,6240,369057,25-01-2019,28,TV
2510,5142,79218,18-10-2021,28,Mobile
2511,7607,509932,04-05-2025,17,Mobile
2512,10432,442062,21-03-2022,54,Web
2513,4513,553604,29-01-2023,39,TV
2514,3286,76494,20-11-2023,145,TV
2515,2415,487047,13-02-2024,46,Tablet
2516,5734,586048,12-12-2022,143,Tablet
2517,6276,613319,16-08-2020,67,Web
2518,6994,185574,18-11-2024,30,Mobile
2519,3932,1058638,28-04-2024,21,Tablet
2520,5212,1132079,09-03-2019,171,Mobile
2521,10269,671039,30-04-2020,85,Mobile
2522,11226,84533,12-12-2020,148,TV
2523,1501,581032,18-05-2025,40,Mobile
2524,8599,517148,08-08-2020,103,Tablet
2525,6322,73362,06-05-2022,50,Tablet
2526,7019,1252470,28-10-2021,14,Tablet
2527,3169,974036,18-01-2020,40,Tablet
2528,7682,838209,15-03-2023,47,TV
2529,4227,506680,12-10-2023,29,Web
2530,3126,197696,30-12-2021,38,Tablet
2531,10177,340945,19-02-2020,20,Web
2532,6725,1049286,15-11-2024,62,TV
2533,8050,958182,30-09-2023,15,TV
2534,8353,92395,10-12-2023,76,Tablet
2535,4560,400547,09-02-2022,82,Tablet
2536,11667,893345,14-09-2024,9,TV
2537,10856,58233,26-05-2022,5,Web
2538,948,1076487,13-07-2018,23,Mobile
2539,250,696374,06-12-2021,51,TV
2540,4059,433128,01-02-2020,58,TV
2541,9710,347200,24-10-2018,116,Tablet
2542,1384,57382,17-04-2018,50,TV
2543,619,44754,21-05-2025,30,Web
2544,8842,208466,15-11-2019,9,Web
2545,8290,382322,26-07-2021,24,Mobile
2546,8823,823464,08-01-2022,44,Tablet
2547,10713,48243,03-03-2024,41,Mobile
2548,266,598215,23-10-2024,148,Web
2549,8965,738231,04-04-2022,12,Mobile
2550,9582,542921,12-10-2019,30,Web
2551,4724,968739,31-05-2023,14,TV
2552,8955,30886,28-01-2021,53,Web
2553,5601,980083,20-12-2022,72,TV
2554,114,486070,19-06-2019,44,Tablet
2555,2572,415311,08-10-2025,34,Web
2556,7354,513691,01-08-2023,178,Tablet
2557,9114,843906,19-10-2019,40,Mobile
2558,9028,704264,14-02-2023,53,TV
2559,9581,438145,27-07-2020,70,Mobile
2560,2035,1076750,29-12-2022,29,Web
2561,4713,639564,12-03-2025,40,Tablet
2562,1968,940551,02-09-2023,24,Web
2563,9202,276839,08-12-2021,28,Web
2564,9472,529106,16-10-2019,16,Tablet
2565,10015,259300,12-01-2021,128,TV
2566,6052,1115379,22-09-2024,66,TV
2567,6736,276844,18-11-2025,20,Tablet
2568,749,998022,08-08-2018,52,Tablet
2569,10540,58232,30-09-2019,47,Tablet
2570,5313,1239288,24-04-2022,10,Web
2571,60,54445,27-05-2020,17,TV
2572,5417,332356,18-08-2021,52,Tablet
2573,6541,960166,21-01-2018,71,Tablet
2574,5281,774714,12-10-2020,43,Web
2575,3625,203834,19-07-2018,104,Mobile
2576,1009,364051,18-08-2024,92,Web
2577,11354,571891,20-03-2018,64,Tablet
2578,8765,898994,01-08-2018,7,Tablet
2579,10873,70695,30-10-2020,16,TV
2580,6844,432025,21-08-2024,167,Tablet
2581,9136,427458,05-10-2020,9,TV
2582,4476,894686,28-11-2022,16,TV
2583,4272,1249532,22-05-2021,53,Web
2584,6298,957314,16-09-2021,110,Web
2585,7228,608813,09-10-2024,127,Mobile
2586,9425,363126,28-08-2020,26,Tablet
2587,4015,1416914,09-02-2024,14,Tablet
2588,1091,36865,04-09-2021,72,Tablet
2589,7230,124075,24-12-2021,30,TV
2590,1558,63414,21-07-2020,31,Tablet
2591,890,383367,18-01-2019,98,TV
2592,3036,1252377,26-06-2023,99,TV
2593,2278,1140648,17-12-2019,22,Mobile
2594,8793,1071646,28-05-2022,79,TV
2595,11538,531309,02-02-2024,63,TV
2596,5687,283235,17-07-2019,104,Tablet
2597,10227,838209,08-07-2024,47,Tablet
2598,11650,870358,23-09-2021,38,Tablet
2599,9426,285783,28-02-2023,28,Mobile
2600,9183,413052,01-02-2025,59,TV
2601,8562,605804,07-08-2018,41,Mobile
2602,9795,137333,28-10-2023,130,Web
2603,4009,80767,27-03-2018,57,TV
2604,4070,649609,13-04-2024,53,Web
2605,2911,672955,26-09-2023,27,TV
2606,5442,704239,21-07-2024,55,TV
2607,10160,1413196,21-02-2020,64,Web
2608,10470,158091,01-11-2020,29,Mobile
2609,2188,594328,14-07-2023,75,Tablet
2610,9504,823951,19-11-2021,52,TV
2611,2309,354110,05-04-2023,71,Web
2612,8598,34563,27-03-2018,23,Mobile
2613,1110,499170,20-04-2020,92,TV
2614,9227,51999,17-07-2025,76,TV
2615,9424,271467,17-07-2025,22,Mobile
2616,7327,256690,02-01-2023,84,Mobile
2617,1804,177888,13-12-2018,28,Web
2618,1372,199933,11-11-2021,43,Mobile
2619,3800,199926,21-05-2022,53,Tablet
2620,9791,81185,11-09-2019,41,Web
2621,8121,79465,12-11-2020,105,TV
2622,9100,1261924,31-10-2021,97,Tablet
2623,10455,619278,02-01-2018,8,Tablet
2624,3834,931285,01-11-2023,41,Web
2625,10052,333091,30-03-2021,26,TV
2626,5719,506464,27-07-2020,61,Mobile
2627,11036,53352,09-08-2021,73,Web
2628,564,1013154,24-02-2023,35,Tablet
2629,4319,487672,08-11-2025,97,Tablet
2630,6656,284470,30-04-2023,15,Mobile
2631,11114,207686,11-12-2021,161,Tablet
2632,11051,342521,06-09-2019,65,TV
2633,996,81010,27-08-2023,18,Mobile
2634,11878,499701,17-04-2019,78,Tablet
2635,7259,250574,01-08-2025,74,Web
2636,7457,1057001,05-03-2018,66,Web
2637,4283,690544,06-07-2021,80,Tablet
2638,3951,55741,19-03-2019,43,Tablet
2639,11540,371741,15-02-2020,93,Web
2640,4785,761163,01-08-2019,9,Web
2641,1109,630720,08-05-2023,38,Mobile
2642,8461,20533,14-06-2025,23,Tablet
2643,7429,546110,18-08-2021,21,Mobile
2644,10511,164372,29-09-2021,74,Mobile
2645,6869,1229913,07-02-2019,6,Mobile
2646,5926,399019,21-12-2021,19,TV
2647,6656,959558,20-12-2021,49,Mobile
2648,11675,459965,11-01-2025,21,Mobile
2649,4585,955991,12-02-2019,175,Mobile
2650,3570,23047,03-05-2019,21,Tablet
2651,10886,42882,01-11-2024,21,TV
2652,10376,197599,25-07-2022,79,Tablet
2653,841,1049638,05-05-2019,31,Web
2654,11061,452558,30-10-2023,88,Tablet
2655,3254,829358,12-08-2021,9,Tablet
2656,6922,772071,29-10-2024,16,Web
2657,2291,697620,20-07-2023,29,Web
2658,4523,1431007,24-10-2024,79,Web
2659,1354,513310,07-09-2021,158,Tablet
2660,2148,589970,25-06-2021,98,TV
2661,4694,1291559,30-12-2020,59,Mobile
2662,11077,1299372,31-12-2023,70,Mobile
2663,2196,474944,17-10-2023,13,TV
2664,363,689948,06-12-2023,126,Tablet
2665,9305,1013228,13-08-2021,16,Tablet
2666,11031,681019,20-11-2018,143,Mobile
2667,8860,842356,05-06-2022,80,TV
2668,945,580175,08-08-2019,128,Mobile
2669,10676,812037,19-11-2024,37,Web
2670,3428,1425474,20-05-2025,51,Web
2671,9021,586101,01-10-2020,21,Mobile
2672,5653,257003,25-10-2023,73,Mobile
2673,2273,877183,01-04-2021,52,Web
2674,6033,663712,26-12-2021,123,TV
2675,3752,634649,24-10-2025,44,TV
2676,4414,480530,24-12-2021,19,TV
2677,1382,291351,23-06-2020,15,TV
2678,4850,107178,08-04-2024,12,Mobile
2679,3820,425827,20-09-2021,54,TV
2680,11247,524840,06-08-2024,65,Mobile
2681,2736,351044,15-04-2023,98,Web
2682,4803,24428,01-06-2025,43,Tablet
2683,11932,363111,30-03-2020,7,Tablet
2684,10878,1000866,31-03-2025,29,Tablet
2685,3665,50461,01-09-2023,160,Web
2686,11602,48018,24-10-2020,34,Web
2687,6087,274626,03-08-2018,71,TV
2688,9509,923018,14-03-2022,13,Mobile
2689,7998,484428,11-03-2020,135,Tablet
2690,2865,1088226,13-01-2022,62,Tablet
2691,5187,725273,23-10-2025,88,Tablet
2692,5328,785752,20-02-2025,53,TV
2693,1207,579400,25-11-2025,14,Tablet
2694,7680,449562,23-08-2024,58,Web
2695,7133,492565,25-05-2025,54,Tablet
2696,2351,123587,01-02-2020,14,Mobile
2697,9469,500922,02-01-2020,92,TV
2698,10690,653131,01-12-2019,83,Web
2699,7398,85207,13-04-2018,19,TV
2700,11353,917496,16-09-2022,80,TV
2701,7052,275601,29-06-2023,44,Web
2702,1236,138977,10-07-2025,15,Tablet
2703,1967,364067,24-03-2019,161,Mobile
2704,7380,381325,09-11-2022,35,Web
2705,11584,520663,17-04-2025,59,TV
2706,3104,294132,06-04-2021,28,Tablet
2707,3551,1160164,21-08-2025,134,TV
2708,7142,47933,05-03-2024,47,Web
2709,1539,256103,07-09-2020,51,Tablet
2710,1313,678282,17-04-2025,52,Web
2711,6526,112090,04-10-2019,40,Tablet
2712,7376,216015,15-06-2025,67,Web
2713,2313,584288,13-07-2018,21,Web
2714,3451,1000563,06-06-2025,14,Web
2715,1385,980816,02-05-2023,42,Tablet
2716,9783,86004,20-05-2019,127,Tablet
2717,10576,411999,16-08-2023,35,TV
2718,7370,195276,29-06-2019,112,Web
2719,7096,729097,31-03-2021,26,Web
2720,2134,1381891,08-12-2023,59,Tablet
2721,3857,122930,06-09-2024,26,Mobile
2722,9213,1304367,11-07-2021,43,Tablet
2723,5075,182026,03-05-2023,91,Web
2724,8691,415010,11-09-2023,49,TV
2725,7847,1109237,19-07-2025,88,Web
2726,946,297160,05-05-2022,31,Mobile
2727,9972,743885,24-02-2022,49,Tablet
2728,11795,255882,22-08-2024,64,Web
2729,10280,288158,06-09-2020,41,Mobile
2730,980,521844,07-12-2025,72,Mobile
2731,11903,595900,08-09-2021,46,Mobile
2732,586,560491,24-05-2024,43,Mobile
2733,8196,127846,29-06-2019,52,TV
2734,866,276905,25-11-2020,75,Tablet
2735,6196,172847,17-11-2023,72,Web
2736,3801,681580,26-10-2019,67,TV
2737,11175,418472,17-04-2022,19,Web
2738,4855,251852,04-08-2018,98,TV
2739,1326,85545,15-02-2020,122,Mobile
2740,7858,1223272,23-02-2021,7,Mobile
2741,8227,262504,31-12-2022,29,Tablet
2742,7598,587412,20-09-2024,158,TV
2743,7526,400928,12-04-2021,111,Mobile
2744,5773,136278,07-03-2022,117,Mobile
2745,9645,96724,22-07-2023,79,Tablet
2746,9416,842945,29-12-2024,33,Mobile
2747,9731,1231828,13-12-2022,32,Web
2748,11350,8952,14-02-2022,45,TV
2749,6488,49013,09-04-2020,26,Tablet
2750,4614,645886,04-02-2023,105,Mobile
2751,9426,1429093,09-06-2020,30,Mobile
2752,927,70706,26-04-2018,36,TV
