subscription_id,user_id,plan_type,monthly_fee,start_date,end_date,status
1141,1141,Premium,649,2024-10-18,2026-03-18,Cancelled
1142,1142,Premium,649,2023-09-12,2024-12-12,Cancelled
1143,1143,Premium,649,2021-06-21,,Active
1144,1144,Premium,649,2025-03-01,,Active
1145,1145,Basic,199,2018-11-13,,Active
1146,1146,Standard,499,2022-11-02,,Active
1147,1147,Standard,499,2025-08-01,2029-11-01,Cancelled
1148,1148,Basic,199,2023-01-03,,Active
1149,1149,Basic,199,2022-06-14,,Active
1150,1150,Premium,649,2018-07-30,2021-12-30,Cancelled
1151,1151,Standard,499,2024-09-15,2029-07-15,Cancelled
1152,1152,Standard,499,2022-06-29,,Active
1153,1153,Standard,499,2024-11-21,,Active
1154,1154,Basic,199,2022-11-04,,Active
1155,1155,Premium,649,2021-05-12,,Active
1156,1156,Basic,199,2025-02-09,,Active
1157,1157,Standard,499,2021-08-03,,Active
1158,1158,Premium,649,2022-03-26,,Active
1159,1159,Basic,199,2020-10-27,,Active
1160,1160,Standard,499,2024-12-27,,Active
1161,1161,Premium,649,2018-06-03,,Active
1162,1162,Basic,199,2019-11-07,2022-01-07,Cancelled
1163,1163,Premium,649,2024-07-14,,Active
1164,1164,Standard,499,2024-10-21,2026-12-21,Cancelled
1165,1165,Premium,649,2019-02-21,,Active
1166,1166,Premium,649,2023-01-05,,Active
1167,1167,Basic,199,2020-10-30,,Active
1168,1168,Premium,649,2020-11-16,,Active
1169,1169,Basic,199,2018-08-20,2023-07-20,Cancelled
1170,1170,Premium,649,2025-03-10,,Active
1171,1171,Basic,199,2024-11-20,,Active
1172,1172,Basic,199,2024-09-08,,Active
1173,1173,Basic,199,2018-09-02,,Active
1174,1174,Basic,199,2024-08-13,,Active
1175,1175,Standard,499,2021-06-11,2025-07-11,Cancelled
1176,1176,Standard,499,2025-06-08,,Active
1177,1177,Basic,199,2024-04-29,,Active
1178,1178,Premium,649,2023-09-13,,Active
1179,1179,Standard,499,2022-10-30,2025-06-30,Cancelled
1180,1180,Standard,499,2020-04-17,,Active
1181,1181,Premium,649,2019-04-25,2023-12-25,Cancelled
1182,1182,Basic,199,2023-09-09,2025-03-09,Cancelled
1183,1183,Basic,199,2023-12-06,2028-04-06,Cancelled
1184,1184,Standard,499,2022-04-20,,Active
1185,1185,Premium,649,2025-02-16,,Active
1186,1186,Premium,649,2020-10-10,,Active
1187,1187,Premium,649,2025-06-03,2027-09-03,Cancelled
1188,1188,Premium,649,2024-12-13,,Active
1189,1189,Basic,199,2018-11-21,2019-09-21,Cancelled
1190,1190,Basic,199,2020-06-25,,Active
1191,1191,Premium,649,2022-10-23,,Active
1192,1192,Basic,199,2019-02-05,,Active
1193,1193,Standard,499,2019-12-16,,Active
1194,1194,Basic,199,2024-04-10,,Active
1195,1195,Standard,499,2021-09-25,,Active
1196,1196,Standard,499,2018-11-11,2020-02-11,Cancelled
1197,1197,Premium,649,2020-10-04,,Active
1198,1198,Standard,499,2023-11-21,,Active
1199,1199,Standard,499,2020-01-05,2024-05-05,Cancelled
1200,1200,Standard,499,2023-11-07,2028-07-07,Cancelled
1201,1201,Premium,649,2023-03-02,,Active
1202,1202,Premium,649,2023-06-02,,Active
1203,1203,Basic,199,2020-05-04,,Active
1204,1204,Standard,499,2019-05-11,,Active
1205,1205,Standard,499,2025-03-09,2027-11-09,Cancelled
1206,1206,Basic,199,2023-10-12,,Active
1207,1207,Premium,649,2019-04-29,,Active
1208,1208,Premium,649,2025-06-02,,Active
1209,1209,Standard,499,2018-10-24,,Active
1210,1210,Premium,649,2025-09-30,,Active
1211,1211,Standard,499,2022-02-13,,Active
1212,1212,Premium,649,2024-02-04,2025-06-04,Cancelled
1213,1213,Premium,649,2024-01-07,,Active
1214,1214,Basic,199,2023-11-25,,Active
1215,1215,Premium,649,2022-05-28,,Active
1216,1216,Standard,499,2018-01-28,,Active
1217,1217,Standard,499,2018-04-28,,Active
1218,1218,Standard,499,2023-02-15,,Active
1219,1219,Premium,649,2025-04-17,2026-11-17,Cancelled
1220,1220,Basic,199,2019-03-19,2020-03-19,Cancelled
1221,1221,Basic,199,2023-01-08,,Active
1222,1222,Basic,199,2021-12-12,,Active
1223,1223,Standard,499,2020-06-29,2024-04-29,Cancelled
1224,1224,Standard,499,2025-09-22,,Active
1225,1225,Basic,199,2018-01-16,,Active
1226,1226,Standard,499,2021-05-10,,Active
1227,1227,Premium,649,2023-06-24,2024-08-24,Cancelled
1228,1228,Standard,499,2020-09-30,2022-08-30,Cancelled
1229,1229,Standard,499,2025-02-02,,Active
1230,1230,Premium,649,2020-05-08,2022-09-08,Cancelled
1231,1231,Premium,649,2024-01-10,,Active
1232,1232,Basic,199,2019-09-16,2022-05-16,Cancelled
1233,1233,Basic,199,2022-01-12,,Active
1234,1234,Basic,199,2020-09-19,,Active
1235,1235,Basic,199,2022-01-19,2026-08-19,Cancelled
1236,1236,Standard,499,2020-03-28,,Active
1237,1237,Basic,199,2021-03-31,2021-09-30,Cancelled
1238,1238,Standard,499,2020-07-12,,Active
1239,1239,Premium,649,2024-09-27,,Active
1240,1240,Basic,199,2018-03-09,2022-02-09,Cancelled
1241,1241,Basic,199,2018-05-20,2022-02-20,Cancelled
1242,1242,Basic,199,2025-04-12,,Active
1243,1243,Premium,649,2023-04-27,,Active
1244,1244,Standard,499,2023-11-08,,Active
1245,1245,Premium,649,2024-03-29,2029-01-29,Cancelled
1246,1246,Basic,199,2022-02-23,,Active
1247,1247,Standard,499,2024-12-04,,Active
1248,1248,Premium,649,2025-09-10,,Active
1249,1249,Basic,199,2018-11-26,,Active
1250,1250,Standard,499,2019-07-02,,Active
1251,1251,Premium,649,2018-11-17,,Active
1252,1252,Standard,499,2018-08-02,,Active
1253,1253,Standard,499,2024-06-02,2027-08-02,Cancelled
1254,1254,Basic,199,2021-12-13,,Active
1255,1255,Standard,499,2018-09-27,,Active
1256,1256,Basic,199,2025-12-07,,Active
1257,1257,Standard,499,2021-07-25,2025-07-25,Cancelled
1258,1258,Basic,199,2020-12-30,2025-09-30,Cancelled
1259,1259,Basic,199,2021-08-15,,Active
1260,1260,Standard,499,2023-03-13,,Active
1261,1261,Basic,199,2025-03-09,,Active
1262,1262,Basic,199,2018-08-14,2021-08-14,Cancelled
1263,1263,Basic,199,2024-01-20,,Active
1264,1264,Basic,199,2022-09-18,,Active
1265,1265,Standard,499,2021-05-31,,Active
1266,1266,Standard,499,2025-06-07,2028-12-07,Cancelled
1267,1267,Premium,649,2024-10-02,,Active
1268,1268,Basic,199,2025-02-27,2026-01-27,Cancelled
1269,1269,Basic,199,2023-01-15,,Active
1270,1270,Basic,199,2023-02-15,,Active
1271,1271,Standard,499,2022-01-01,2025-03-01,Cancelled
1272,1272,Premium,649,2019-01-17,,Active
1273,1273,Premium,649,2021-02-10,2022-09-10,Cancelled
1274,1274,Basic,199,2018-01-18,2020-06-18,Cancelled
1275,1275,Basic,199,2018-02-28,2022-07-28,Cancelled
1276,1276,Premium,649,2019-06-08,2022-11-08,Cancelled
1277,1277,Basic,199,2021-01-06,,Active
1278,1278,Basic,199,2020-05-17,2024-02-17,Cancelled
1279,1279,Premium,649,2021-04-21,,Active
1280,1280,Basic,199,2022-03-24,2027-03-24,Cancelled
1281,1281,Standard,499,2019-06-10,,Active
1282,1282,Premium,649,2018-02-06,2020-11-06,Cancelled
1283,1283,Premium,649,2018-05-06,2020-02-06,Cancelled
1284,1284,Premium,649,2023-09-11,2025-10-11,Cancelled
1285,1285,Premium,649,2021-03-31,2021-12-31,Cancelled
1286,1286,Standard,499,2021-04-28,2023-03-28,Cancelled
1287,1287,Basic,199,2022-03-24,,Active
1288,1288,Standard,499,2021-03-23,2026-01-23,Cancelled
1289,1289,Standard,499,2023-01-16,2024-07-16,Cancelled
1290,1290,Basic,199,2025-11-02,,Active
1291,1291,Premium,649,2018-08-01,,Active
1292,1292,Premium,649,2018-05-22,,Active
1293,1293,Standard,499,2019-11-22,,Active
1294,1294,Basic,199,2023-01-02,,Active
1295,1295,Standard,499,2018-07-26,2019-11-26,Cancelled
1296,1296,Premium,649,2024-02-09,2027-01-09,Cancelled
1297,1297,Standard,499,2023-05-14,,Active
1298,1298,Basic,199,2023-10-28,2026-07-28,Cancelled
1299,1299,Basic,199,2024-06-19,,Active
1300,1300,Standard,499,2023-10-20,,Active
1301,1301,Basic,199,2018-12-08,,Active
1302,1302,Premium,649,2019-12-29,,Active
1303,1303,Standard,499,2019-03-10,,Active
1304,1304,Basic,199,2019-07-21,,Active
1305,1305,Premium,649,2021-08-30,,Active
1306,1306,Premium,649,2021-05-01,,Active
1307,1307,Basic,199,2018-03-04,2020-02-04,Cancelled
1308,1308,Premium,649,2018-12-03,,Active
1309,1309,Standard,499,2022-04-05,,Active
1310,1310,Basic,199,2024-12-30,,Active
1311,1311,Premium,649,2018-05-19,2021-08-19,Cancelled
1312,1312,Standard,499,2021-01-20,,Active
1313,1313,Standard,499,2024-11-20,,Active
1314,1314,Premium,649,2021-07-05,,Active
1315,1315,Standard,499,2023-12-13,,Active
1316,1316,Premium,649,2020-11-24,,Active
1317,1317,Standard,499,2021-05-15,2024-09-15,Cancelled
1318,1318,Basic,199,2019-07-14,,Active
1319,1319,Standard,499,2019-04-02,,Active
1320,1320,Standard,499,2022-10-08,,Active
1321,1321,Standard,499,2020-01-02,2021-01-02,Cancelled
1322,1322,Basic,199,2020-06-23,,Active
1323,1323,Basic,199,2023-12-22,,Active
1324,1324,Standard,499,2022-10-27,2026-06-27,Cancelled
1325,1325,Standard,499,2022-10-10,,Active
1326,1326,Standard,499,2024-02-05,,Active
1327,1327,Basic,199,2018-03-09,2018-09-09,Cancelled
1328,1328,Premium,649,2023-02-17,,Active
1329,1329,Basic,199,2022-06-12,,Active
1330,1330,Premium,649,2023-03-24,,Active
1331,1331,Premium,649,2023-06-02,2028-02-02,Cancelled
1332,1332,Standard,499,2019-08-10,,Active
1333,1333,Basic,199,2024-12-28,,Active
1334,1334,Basic,199,2022-12-18,2024-02-18,Cancelled
1335,1335,Basic,199,2022-06-15,,Active
1336,1336,Premium,649,2021-08-06,,Active
1337,1337,Premium,649,2020-11-01,2021-07-01,Cancelled
1338,1338,Basic,199,2018-07-26,,Active
1339,1339,Premium,649,2019-02-15,,Active
1340,1340,Basic,199,2024-06-27,,Active
1341,1341,Basic,199,2025-04-27,,Active
1342,1342,Basic,199,2025-05-16,,Active
1343,1343,Standard,499,2020-01-13,,Active
1344,1344,Premium,649,2023-03-18,,Active
1345,1345,Standard,499,2024-02-15,,Active
1346,1346,Basic,199,2021-04-30,,Active
1347,1347,Basic,199,2023-08-08,2024-09-08,Cancelled
1348,1348,Standard,499,2024-06-14,2026-11-14,Cancelled
1349,1349,Basic,199,2018-07-26,,Active
1350,1350,Premium,649,2020-12-26,,Active
1351,1351,Basic,199,2019-07-15,,Active
1352,1352,Standard,499,2021-08-13,2024-02-13,Cancelled
1353,1353,Standard,499,2020-08-27,,Active
1354,1354,Premium,649,2022-07-19,2025-12-19,Cancelled
1355,1355,Basic,199,2022-05-17,,Active
1356,1356,Premium,649,2018-12-09,2020-05-09,Cancelled
1357,1357,Premium,649,2024-12-13,,Active
1358,1358,Standard,499,2020-03-25,,Active
1359,1359,Standard,499,2022-01-15,,Active
1360,1360,Premium,649,2022-04-27,,Active
1361,1361,Standard,499,2020-09-17,,Active
1362,1362,Basic,199,2022-07-06,,Active
1363,1363,Standard,499,2025-12-08,2027-09-08,Cancelled
1364,1364,Premium,649,2022-08-16,,Active
1365,1365,Basic,199,2024-11-14,,Active
1366,1366,Basic,199,2019-08-02,,Active
1367,1367,Premium,649,2022-01-29,,Active
1368,1368,Premium,649,2019-04-13,,Active
1369,1369,Standard,499,2019-01-15,,Active
1370,1370,Premium,649,2023-03-06,,Active
1371,1371,Standard,499,2023-01-30,2024-08-30,Cancelled
1372,1372,Premium,649,2022-09-13,,Active
1373,1373,Basic,199,2018-08-03,2022-09-03,Cancelled
1374,1374,Premium,649,2018-09-08,2020-06-08,Cancelled
1375,1375,Premium,649,2025-06-04,,Active
1376,1376,Premium,649,2019-03-12,2024-03-12,Cancelled
1377,1377,Premium,649,2019-10-24,,Active
1378,1378,Premium,649,2018-03-30,,Active
1379,1379,Premium,649,2024-11-02,2025-05-02,Cancelled
1380,1380,Standard,499,2023-05-27,,Active
1381,1381,Premium,649,2021-12-10,,Active
1382,1382,Premium,649,2023-10-18,,Active
1383,1383,Basic,199,2018-11-08,,Active
1384,1384,Basic,199,2019-10-20,,Active
1385,1385,Standard,499,2023-05-27,,Active
1386,1386,Standard,499,2020-09-27,2025-07-27,Cancelled
1387,1387,Standard,499,2019-05-31,2020-05-31,Cancelled
1388,1388,Standard,499,2025-05-20,2027-10-20,Cancelled
1389,1389,Premium,649,2019-06-28,,Active
1390,1390,Standard,499,2020-06-17,,Active
1391,1391,Basic,199,2019-12-10,,Active
1392,1392,Premium,649,2024-07-02,,Active
1393,1393,Standard,499,2018-12-31,,Active
1394,1394,Standard,499,2024-06-27,,Active
1395,1395,Basic,199,2019-07-29,,Active
1396,1396,Standard,499,2024-04-21,2025-12-21,Cancelled
1397,1397,Premium,649,2021-05-17,,Active
1398,1398,Premium,649,2024-04-18,,Active
1399,1399,Premium,649,2023-10-10,,Active
1400,1400,Premium,649,2018-02-19,,Active
1401,1401,Standard,499,2025-10-15,,Active
1402,1402,Premium,649,2020-12-24,,Active
1403,1403,Standard,499,2022-11-26,,Active
1404,1404,Basic,199,2022-07-03,,Active
1405,1405,Basic,199,2022-01-01,,Active
1406,1406,Standard,499,2021-01-19,,Active
1407,1407,Basic,199,2018-08-07,2019-04-07,Cancelled
1408,1408,Standard,499,2019-03-18,,Active
1409,1409,Basic,199,2020-11-29,2024-07-29,Cancelled
1410,1410,Premium,649,2024-12-22,,Active
1411,1411,Standard,499,2018-05-17,,Active
1412,1412,Premium,649,2024-07-20,,Active
1413,1413,Basic,199,2024-08-26,2025-02-26,Cancelled
1414,1414,Basic,199,2024-02-08,,Active
1415,1415,Premium,649,2021-09-25,,Active
1416,1416,Premium,649,2021-09-04,,Active
1417,1417,Premium,649,2024-10-09,2026-06-09,Cancelled
1418,1418,Basic,199,2018-10-14,,Active
1419,1419,Standard,499,2022-04-18,,Active
1420,1420,Basic,199,2018-07-08,,Active
1421,1421,Standard,499,2020-10-25,,Active
1422,1422,Premium,649,2023-10-30,,Active
1423,1423,Basic,199,2022-01-02,,Active
1424,1424,Standard,499,2023-12-09,,Active
1425,1425,Basic,199,2019-04-05,,Active
1426,1426,Basic,199,2024-12-26,,Active
1427,1427,Premium,649,2022-05-19,,Active
1428,1428,Basic,199,2020-10-27,,Active
1429,1429,Basic,199,2019-03-23,,Active
1430,1430,Premium,649,2024-10-22,,Active
1431,1431,Basic,199,2018-09-26,,Active
1432,1432,Basic,199,2022-08-07,,Active
1433,1433,Premium,649,2023-08-30,,Active
1434,1434,Premium,649,2020-04-21,,Active
1435,1435,Premium,649,2025-02-14,2029-01-14,Cancelled
1436,1436,Premium,649,2023-06-22,2028-01-22,Cancelled
1437,1437,Basic,199,2018-07-21,,Active
1438,1438,Standard,499,2020-10-30,,Active
1439,1439,Standard,499,2020-07-15,,Active
1440,1440,Standard,499,2023-10-09,2027-01-09,Cancelled
1441,1441,Basic,199,2018-08-25,2021-10-25,Cancelled
1442,1442,Basic,199,2024-05-13,2028-01-13,Cancelled
1443,1443,Standard,499,2024-06-05,2028-03-05,Cancelled
1444,1444,Standard,499,2024-01-22,,Active
1445,1445,Standard,499,2021-09-20,,Active
1446,1446,Premium,649,2023-11-17,,Active
1447,1447,Premium,649,2025-06-24,,Active
1448,1448,Standard,499,2024-02-05,,Active
1449,1449,Basic,199,2025-11-24,,Active
1450,1450,Basic,199,2023-08-11,2027-07-11,Cancelled
1451,1451,Premium,649,2018-10-03,,Active
1452,1452,Premium,649,2021-03-27,,Active
1453,1453,Basic,199,2019-09-06,,Active
1454,1454,Premium,649,2025-02-05,,Active
1455,1455,Basic,199,2023-12-19,2026-12-19,Cancelled
1456,1456,Basic,199,2019-08-22,2020-05-22,Cancelled
1457,1457,Standard,499,2023-08-02,,Active
1458,1458,Standard,499,2019-09-06,,Active
1459,1459,Premium,649,2025-04-09,,Active
1460,1460,Basic,199,2020-11-02,,Active
1461,1461,Standard,499,2025-11-25,,Active
1462,1462,Standard,499,2022-05-16,,Active
1463,1463,Premium,649,2022-07-07,2023-06-07,Cancelled
1464,1464,Basic,199,2025-03-16,2030-02-16,Cancelled
1465,1465,Basic,199,2025-11-13,2028-10-13,Cancelled
1466,1466,Basic,199,2021-08-17,,Active
1467,1467,Basic,199,2024-04-04,,Active
1468,1468,Premium,649,2025-11-08,,Active
1469,1469,Standard,499,2024-06-17,,Active
1470,1470,Standard,499,2025-06-18,,Active
1471,1471,Standard,499,2020-11-18,,Active
1472,1472,Premium,649,2019-08-19,,Active
1473,1473,Premium,649,2023-04-12,2027-12-12,Cancelled
1474,1474,Premium,649,2018-10-27,,Active
1475,1475,Premium,649,2022-12-18,,Active
1476,1476,Basic,199,2022-06-01,,Active
1477,1477,Basic,199,2021-06-30,,Active
1478,1478,Premium,649,2025-08-13,,Active
1479,1479,Standard,499,2023-12-26,2026-12-26,Cancelled
1480,1480,Basic,199,2020-08-11,2022-11-11,Cancelled
1481,1481,Premium,649,2018-03-20,,Active
1482,1482,Standard,499,2022-11-16,,Active
1483,1483,Basic,199,2025-04-27,,Active
1484,1484,Standard,499,2018-01-17,2021-01-17,Cancelled
1485,1485,Basic,199,2018-01-18,,Active
1486,1486,Basic,199,2020-01-31,2021-10-31,Cancelled
1487,1487,Premium,649,2023-07-16,,Active
1488,1488,Premium,649,2025-02-11,,Active
1489,1489,Basic,199,2021-02-23,2023-02-23,Cancelled
1490,1490,Premium,649,2018-07-04,,Active
1491,1491,Basic,199,2020-09-23,2025-01-23,Cancelled
1492,1492,Standard,499,2019-01-20,,Active
1493,1493,Basic,199,2021-12-17,2024-06-17,Cancelled
1494,1494,Basic,199,2023-03-03,2024-01-03,Cancelled
1495,1495,Standard,499,2022-03-16,2024-04-16,Cancelled
1496,1496,Basic,199,2024-08-02,,Active
1497,1497,Standard,499,2024-01-16,2027-08-16,Cancelled
1498,1498,Premium,649,2021-05-19,,Active
1499,1499,Basic,199,2025-02-09,,Active
1500,1500,Basic,199,2023-08-23,,Active
1501,1501,Standard,499,2024-02-27,2026-03-27,Cancelled
1502,1502,Standard,499,2022-11-20,2025-06-20,Cancelled
1503,1503,Premium,649,2020-10-22,,Active
1504,1504,Standard,499,2021-09-15,,Active
1505,1505,Premium,649,2019-03-06,2023-04-06,Cancelled
1506,1506,Basic,199,2018-08-06,,Active
1507,1507,Standard,499,2024-06-04,,Active
1508,1508,Premium,649,2025-07-12,2026-03-12,Cancelled
1509,1509,Standard,499,2019-07-30,,Active
1510,1510,Basic,199,2025-04-28,2030-01-28,Cancelled
1511,1511,Premium,649,2024-12-25,,Active
1512,1512,Standard,499,2025-04-16,2025-11-16,Cancelled
1513,1513,Basic,199,2022-08-23,,Active
1514,1514,Standard,499,2025-12-18,,Active
1515,1515,Premium,649,2024-07-26,2028-12-26,Cancelled
1516,1516,Basic,199,2025-10-04,,Active
1517,1517,Premium,649,2023-08-20,,Active
1518,1518,Basic,199,2024-12-30,,Active
1519,1519,Premium,649,2020-03-20,,Active
1520,1520,Standard,499,2024-06-19,,Active
1521,1521,Basic,199,2025-02-13,,Active
1522,1522,Standard,499,2021-05-04,,Active
1523,1523,Basic,199,2022-01-16,,Active
1524,1524,Basic,199,2018-02-05,,Active
1525,1525,Premium,649,2018-07-23,,Active
1526,1526,Standard,499,2019-07-06,2022-11-06,Cancelled
1527,1527,Premium,649,2021-04-26,2025-07-26,Cancelled
1528,1528,Standard,499,2025-07-06,,Active
1529,1529,Premium,649,2023-06-04,,Active
1530,1530,Premium,649,2024-12-25,,Active
1531,1531,Basic,199,2021-02-05,,Active
1532,1532,Standard,499,2020-11-11,,Active
1533,1533,Standard,499,2019-11-04,,Active
1534,1534,Standard,499,2018-02-22,,Active
1535,1535,Basic,199,2022-11-17,,Active
1536,1536,Premium,649,2020-04-17,,Active
1537,1537,Basic,199,2023-04-01,,Active
1538,1538,Basic,199,2018-11-02,2021-08-02,Cancelled
1539,1539,Standard,499,2023-10-03,,Active
1540,1540,Basic,199,2022-05-01,2026-11-01,Cancelled
1541,1541,Premium,649,2022-04-30,2024-01-30,Cancelled
1542,1542,Basic,199,2019-08-28,,Active
1543,1543,Premium,649,2022-09-02,,Active
1544,1544,Premium,649,2023-01-25,,Active
1545,1545,Premium,649,2022-04-05,2023-12-05,Cancelled
1546,1546,Basic,199,2023-01-04,,Active
1547,1547,Standard,499,2018-11-04,2021-07-04,Cancelled
1548,1548,Basic,199,2022-04-12,2023-12-12,Cancelled
1549,1549,Basic,199,2020-08-31,,Active
1550,1550,Basic,199,2019-08-07,,Active
1551,1551,Basic,199,2022-11-26,,Active
1552,1552,Basic,199,2022-06-07,,Active
1553,1553,Standard,499,2023-06-03,,Active
1554,1554,Standard,499,2024-04-11,,Active
1555,1555,Premium,649,2022-01-12,,Active
1556,1556,Basic,199,2018-11-30,2019-07-30,Cancelled
1557,1557,Standard,499,2023-11-16,,Active
1558,1558,Basic,199,2022-05-28,,Active
1559,1559,Standard,499,2022-06-01,2024-06-01,Cancelled
1560,1560,Premium,649,2024-05-25,,Active
1561,1561,Standard,499,2025-08-10,,Active
1562,1562,Premium,649,2019-06-23,2023-05-23,Cancelled
1563,1563,Basic,199,2018-09-24,,Active
1564,1564,Premium,649,2025-03-04,2027-09-04,Cancelled
1565,1565,Premium,649,2025-08-24,2030-05-24,Cancelled
1566,1566,Standard,499,2018-11-17,2020-12-17,Cancelled
1567,1567,Premium,649,2018-07-04,,Active
1568,1568,Standard,499,2018-08-29,2019-02-28,Cancelled
1569,1569,Standard,499,2024-07-26,,Active
1570,1570,Basic,199,2025-10-26,,Active
1571,1571,Standard,499,2022-05-20,,Active
1572,1572,Premium,649,2022-10-10,2023-08-10,Cancelled
1573,1573,Basic,199,2022-06-14,,Active
1574,1574,Standard,499,2018-11-07,,Active
1575,1575,Standard,499,2022-12-24,,Active
1576,1576,Basic,199,2025-11-05,2028-12-05,Cancelled
1577,1577,Premium,649,2025-03-05,2028-11-05,Cancelled
1578,1578,Standard,499,2018-05-17,,Active
1579,1579,Premium,649,2018-07-17,,Active
1580,1580,Premium,649,2025-11-29,,Active
1581,1581,Basic,199,2025-10-27,2027-02-27,Cancelled
1582,1582,Basic,199,2023-05-11,,Active
1583,1583,Basic,199,2018-04-27,2019-03-27,Cancelled
1584,1584,Standard,499,2024-04-23,,Active
1585,1585,Basic,199,2024-03-26,,Active
1586,1586,Standard,499,2022-09-21,,Active
1587,1587,Standard,499,2023-06-25,,Active
1588,1588,Basic,199,2022-09-18,,Active
1589,1589,Premium,649,2019-02-26,,Active
1590,1590,Basic,199,2024-01-21,,Active
1591,1591,Premium,649,2022-11-06,,Active
1592,1592,Basic,199,2021-05-10,,Active
1593,1593,Standard,499,2021-08-01,,Active
1594,1594,Basic,199,2025-01-02,,Active
1595,1595,Premium,649,2022-07-24,,Active
1596,1596,Premium,649,2019-06-09,,Active
1597,1597,Premium,649,2021-07-03,,Active
1598,1598,Premium,649,2018-03-19,,Active
1599,1599,Premium,649,2024-12-20,,Active
1600,1600,Premium,649,2021-12-30,2023-05-30,Cancelled
1601,1601,Basic,199,2018-08-19,2021-06-19,Cancelled
1602,1602,Standard,499,2019-08-05,2023-08-05,Cancelled
1603,1603,Premium,649,2020-09-09,,Active
1604,1604,Standard,499,2020-03-28,2020-11-28,Cancelled
1605,1605,Premium,649,2022-10-25,2023-04-25,Cancelled
1606,1606,Basic,199,2023-05-05,,Active
1607,1607,Premium,649,2023-05-01,,Active
1608,1608,Basic,199,2025-02-26,,Active
1609,1609,Standard,499,2024-02-11,2028-04-11,Cancelled
1610,1610,Basic,199,2020-01-25,,Active
1611,1611,Premium,649,2022-03-13,,Active
1612,1612,Standard,499,2018-10-29,,Active
1613,1613,Premium,649,2022-10-07,2026-06-07,Cancelled
1614,1614,Basic,199,2024-06-23,,Active
1615,1615,Premium,649,2020-05-22,,Active
1616,1616,Premium,649,2018-04-15,2022-10-15,Cancelled
1617,1617,Standard,499,2022-02-02,,Active
1618,1618,Premium,649,2022-01-10,,Active
1619,1619,Premium,649,2020-02-08,,Active
1620,1620,Premium,649,2022-04-09,,Active
1621,1621,Standard,499,2024-05-11,2025-12-11,Cancelled
1622,1622,Basic,199,2023-05-30,,Active
1623,1623,Standard,499,2018-04-20,,Active
1624,1624,Premium,649,2022-05-02,,Active
1625,1625,Premium,649,2021-05-04,,Active
1626,1626,Premium,649,2020-12-31,,Active
1627,1627,Basic,199,2020-11-10,,Active
1628,1628,Premium,649,2020-12-31,2021-11-30,Cancelled
1629,1629,Standard,499,2019-05-19,,Active
1630,1630,Premium,649,2025-10-01,,Active
1631,1631,Premium,649,2018-01-24,,Active
1632,1632,Premium,649,2022-06-15,,Active
1633,1633,Standard,499,2020-10-16,2023-11-16,Cancelled
1634,1634,Basic,199,2025-03-05,2030-01-05,Cancelled
1635,1635,Standard,499,2025-05-17,,Active
1636,1636,Premium,649,2025-07-13,,Active
1637,1637,Premium,649,2025-08-22,2029-11-22,Cancelled
1638,1638,Premium,649,2019-09-30,,Active
1639,1639,Premium,649,2019-11-30,,Active
1640,1640,Standard,499,2021-08-26,,Active
1641,1641,Premium,649,2018-10-24,,Active
1642,1642,Premium,649,2021-03-06,2024-02-06,Cancelled
1643,1643,Basic,199,2025-03-16,2026-12-16,Cancelled
1644,1644,Premium,649,2019-03-31,,Active
1645,1645,Basic,199,2019-05-24,,Active
1646,1646,Premium,649,2021-03-09,2025-09-09,Cancelled
1647,1647,Premium,649,2019-11-04,,Active
1648,1648,Premium,649,2024-11-25,,Active
1649,1649,Premium,649,2022-08-14,,Active
1650,1650,Premium,649,2025-09-16,,Active
1651,1651,Premium,649,2020-12-13,,Active
1652,1652,Standard,499,2019-01-30,,Active
1653,1653,Basic,199,2021-08-28,,Active
1654,1654,Basic,199,2025-07-04,2029-01-04,Cancelled
1655,1655,Standard,499,2022-07-19,,Active
1656,1656,Basic,199,2018-02-04,,Active
1657,1657,Basic,199,2019-01-06,,Active
1658,1658,Premium,649,2018-09-05,,Active
1659,1659,Basic,199,2025-06-14,,Active
1660,1660,Premium,649,2018-06-18,,Active
1661,1661,Premium,649,2022-02-04,,Active
1662,1662,Standard,499,2018-06-19,,Active
1663,1663,Premium,649,2019-11-17,2023-01-17,Cancelled
1664,1664,Basic,199,2021-09-04,,Active
1665,1665,Basic,199,2020-12-10,2021-06-10,Cancelled
1666,1666,Standard,499,2019-05-05,,Active
1667,1667,Premium,649,2025-11-22,,Active
1668,1668,Standard,499,2020-12-05,2021-11-05,Cancelled
1669,1669,Premium,649,2025-04-05,,Active
1670,1670,Basic,199,2019-12-03,2020-09-03,Cancelled
1671,1671,Standard,499,2022-12-11,2027-02-11,Cancelled
1672,1672,Standard,499,2019-08-20,,Active
1673,1673,Premium,649,2019-03-10,,Active
1674,1674,Basic,199,2020-08-09,,Active
1675,1675,Standard,499,2019-09-12,2022-06-12,Cancelled
1676,1676,Premium,649,2023-01-20,2025-11-20,Cancelled
1677,1677,Standard,499,2023-12-15,,Active
1678,1678,Basic,199,2024-02-13,,Active
1679,1679,Premium,649,2024-05-19,2025-12-19,Cancelled
1680,1680,Standard,499,2020-03-08,,Active
1681,1681,Premium,649,2023-02-22,,Active
1682,1682,Standard,499,2023-12-28,,Active
1683,1683,Premium,649,2019-07-02,2020-05-02,Cancelled
1684,1684,Basic,199,2025-09-12,,Active
